chembl_id,assay_type,molregno_num,confidence_score
CHEMBL749383,F,34,6
CHEMBL749434,F,44,6
CHEMBL748859,B,45,6
CHEMBL750233,B,77,6
CHEMBL768494,B,47,6
CHEMBL770466,B,46,6
CHEMBL768948,B,69,6
CHEMBL884929,F,42,6
CHEMBL767514,F,62,6
CHEMBL872006,F,55,6
CHEMBL770631,F,57,6
CHEMBL781386,F,39,6
CHEMBL786091,F,85,6
CHEMBL787960,F,82,6
CHEMBL786874,F,83,6
CHEMBL810680,F,42,6
CHEMBL810681,F,42,6
CHEMBL811082,F,57,6
CHEMBL817232,B,65,6
CHEMBL818055,B,38,6
CHEMBL818056,B,33,6
CHEMBL816990,B,36,6
CHEMBL816991,B,35,6
CHEMBL821110,B,40,6
CHEMBL819216,B,34,6
CHEMBL819218,B,40,6
CHEMBL818391,B,35,6
CHEMBL819716,B,47,6
CHEMBL818286,B,46,6
CHEMBL816225,B,40,6
CHEMBL823097,B,41,6
CHEMBL821001,B,49,6
CHEMBL821007,B,38,6
CHEMBL820500,F,41,6
CHEMBL824581,B,47,6
CHEMBL873402,B,72,6
CHEMBL823919,B,59,6
CHEMBL823931,B,37,6
CHEMBL819917,B,37,6
CHEMBL820358,B,37,6
CHEMBL820366,B,46,6
CHEMBL820368,B,45,6
CHEMBL818509,B,39,6
CHEMBL824079,B,48,6
CHEMBL824121,F,37,6
CHEMBL841454,B,66,6
CHEMBL840570,B,66,6
CHEMBL842825,F,37,6
CHEMBL840571,B,37,6
CHEMBL845191,B,66,6
CHEMBL848559,F,42,6
CHEMBL874106,B,41,6
CHEMBL852790,F,115,6
CHEMBL828762,B,71,6
CHEMBL877128,B,33,6
CHEMBL827894,B,47,6
CHEMBL827912,B,48,6
CHEMBL829439,B,75,6
CHEMBL831687,B,55,6
CHEMBL832404,B,99,6
CHEMBL833553,B,39,6
CHEMBL833042,B,93,6
CHEMBL864674,B,44,6
CHEMBL864675,F,43,6
CHEMBL866584,B,35,6
CHEMBL861170,B,42,6
CHEMBL863826,B,41,6
CHEMBL867889,B,66,6
CHEMBL917567,B,36,6
CHEMBL896287,F,48,6
CHEMBL928296,B,35,6
CHEMBL1035202,B,45,6
CHEMBL964735,B,54,6
CHEMBL964736,B,53,6
CHEMBL1020766,B,43,6
CHEMBL1020767,B,42,6
CHEMBL1020768,B,42,6
CHEMBL1020770,F,46,6
CHEMBL1016197,B,47,6
CHEMBL1016198,B,45,6
CHEMBL1063859,B,50,6
CHEMBL1063860,B,50,6
CHEMBL1058434,B,35,6
CHEMBL1058435,B,35,6
CHEMBL1040216,B,62,6
CHEMBL1040217,B,51,6
CHEMBL1068015,B,50,6
CHEMBL1072177,B,50,6
CHEMBL1109145,B,47,6
CHEMBL1211212,B,58,6
CHEMBL1261019,B,92,6
CHEMBL1273937,B,65,6
CHEMBL1647911,B,33,6
CHEMBL1647913,B,39,6
CHEMBL1737858,F,225,6
CHEMBL1763551,B,34,6
CHEMBL1763990,F,40,6
CHEMBL1787625,B,45,6
CHEMBL1794461,F,21853,6
CHEMBL1799141,B,129,6
CHEMBL1926118,B,36,6
CHEMBL1926119,B,34,6
CHEMBL1926120,B,34,6
CHEMBL1926121,B,34,6
CHEMBL1947380,B,42,6
CHEMBL1962024,B,369,6
CHEMBL1962025,B,369,6
CHEMBL1963988,F,2420,6
CHEMBL1963888,F,1728,6
CHEMBL2033063,B,33,6
CHEMBL2050726,F,51,6
CHEMBL2050727,F,41,6
CHEMBL2186859,B,38,6
CHEMBL3390735,B,33,6
CHEMBL3384808,B,33,6
CHEMBL3405737,B,52,6
CHEMBL3630322,B,50,6
CHEMBL3734189,F,96,6
CHEMBL3758003,B,40,6
CHEMBL3875318,B,82,6
CHEMBL3887987,B,444,6
CHEMBL3887988,B,131,6
CHEMBL3888220,B,1248,6
CHEMBL3888382,B,119,6
CHEMBL3888430,B,62,6
CHEMBL3888610,B,67,6
CHEMBL3888611,B,67,6
CHEMBL3889162,B,87,6
CHEMBL3889218,B,141,6
CHEMBL3889219,B,113,6
CHEMBL3889220,B,81,6
CHEMBL4156362,B,41,6
CHEMBL4156363,B,41,6
CHEMBL4156364,B,41,6
CHEMBL4223564,B,35,6
CHEMBL4233573,B,38,6
CHEMBL4233574,B,43,6
CHEMBL4649966,F,8579,6
CHEMBL4649972,F,69291,6
