chembl_id,assay_type,molregno_num,confidence_score
CHEMBL2410351,B,36,7
CHEMBL2410353,B,36,7
CHEMBL2410354,B,36,7
CHEMBL2426901,B,35,7
CHEMBL2427061,B,35,7
CHEMBL3088773,B,78,7
CHEMBL3095480,B,48,7
CHEMBL3097707,B,59,7
CHEMBL3108117,B,47,7
CHEMBL3108124,B,47,7
CHEMBL3111194,B,110,7
CHEMBL3111195,B,110,7
CHEMBL3111606,B,44,7
CHEMBL3119481,B,36,7
CHEMBL3119483,B,36,7
CHEMBL3116955,B,44,7
CHEMBL3136202,B,33,7
CHEMBL3226931,B,42,7
CHEMBL3238805,B,36,7
CHEMBL3241026,B,65,7
CHEMBL3241935,B,64,7
CHEMBL3241936,B,64,7
CHEMBL3241937,B,100,7
CHEMBL3241938,B,64,7
CHEMBL3241939,B,37,7
CHEMBL3267548,B,95,7
CHEMBL3266056,B,33,7
CHEMBL3266057,B,35,7
CHEMBL3266077,B,52,7
CHEMBL3266078,B,52,7
CHEMBL3271072,B,33,7
CHEMBL3297499,B,75,7
CHEMBL3391258,B,38,7
CHEMBL3383206,B,33,7
CHEMBL3383207,B,33,7
CHEMBL3388117,B,41,7
CHEMBL3389382,B,39,7
CHEMBL3389383,B,37,7
CHEMBL3389384,B,36,7
CHEMBL3389385,B,36,7
CHEMBL3385152,B,51,7
CHEMBL3389998,B,48,7
CHEMBL3388391,B,53,7
CHEMBL3375263,B,84,7
CHEMBL3373164,B,50,7
CHEMBL3370251,B,36,7
CHEMBL3412887,B,47,7
CHEMBL3423899,B,48,7
CHEMBL3424810,B,36,7
CHEMBL3424811,B,36,7
CHEMBL3428716,B,40,7
CHEMBL3592254,B,39,7
CHEMBL3615643,B,37,7
CHEMBL3620322,B,43,7
CHEMBL3619484,B,38,7
CHEMBL3620130,B,66,7
CHEMBL3620131,B,66,7
CHEMBL3620132,B,66,7
CHEMBL3626334,B,33,7
CHEMBL3624443,B,38,7
CHEMBL3624574,B,38,7
CHEMBL3624575,B,38,7
CHEMBL3624288,B,34,7
CHEMBL3705720,B,197,7
CHEMBL3706109,B,203,7
CHEMBL3720907,F,140,7
CHEMBL3720941,F,112,7
CHEMBL3721195,F,42,7
CHEMBL3721221,B,82,7
CHEMBL3721222,B,80,7
CHEMBL3720754,F,39,7
CHEMBL3720756,F,73,7
CHEMBL3734190,F,93,7
CHEMBL3734208,B,34,7
CHEMBL3734300,B,34,7
CHEMBL3734545,B,78,7
CHEMBL3734546,B,84,7
CHEMBL3734079,F,65,7
CHEMBL3734140,F,59,7
CHEMBL3734163,B,363,7
CHEMBL3734164,B,48,7
CHEMBL3758005,B,36,7
CHEMBL3758007,B,36,7
CHEMBL3766377,B,50,7
CHEMBL3778240,B,35,7
CHEMBL3783902,B,41,7
CHEMBL3784001,B,44,7
CHEMBL3795070,B,34,7
CHEMBL3803437,B,55,7
CHEMBL3801515,B,46,7
CHEMBL3801517,B,46,7
CHEMBL3804159,B,42,7
CHEMBL3803919,B,41,7
CHEMBL3803920,B,40,7
CHEMBL3806630,B,41,7
CHEMBL3829688,B,51,7
CHEMBL3828936,B,38,7
CHEMBL3854276,B,38,7
CHEMBL3859766,B,53,7
CHEMBL3859767,A,53,7
CHEMBL3859768,B,53,7
CHEMBL3859769,A,53,7
CHEMBL3863781,B,71,7
CHEMBL3875854,B,47,7
CHEMBL3876604,B,35,7
CHEMBL3880114,B,309,7
CHEMBL3880115,B,258,7
CHEMBL3880116,B,240,7
CHEMBL3880354,B,137,7
CHEMBL3880356,B,36,7
CHEMBL3880377,B,562,7
CHEMBL3880706,B,74,7
CHEMBL3880707,B,74,7
CHEMBL3881034,B,51,7
CHEMBL3881036,B,45,7
CHEMBL3881038,B,45,7
CHEMBL3881537,B,39,7
CHEMBL3882307,B,37,7
CHEMBL3883063,B,264,7
CHEMBL3883064,B,264,7
CHEMBL3993207,B,35,7
CHEMBL3998488,B,34,7
CHEMBL4001596,B,40,7
CHEMBL4004503,A,34,7
CHEMBL4004648,B,42,7
CHEMBL4005843,B,38,7
CHEMBL4005844,B,38,7
CHEMBL4005845,B,38,7
CHEMBL4005846,B,38,7
CHEMBL4005847,B,38,7
CHEMBL4005848,B,38,7
CHEMBL4006957,B,57,7
CHEMBL4008766,B,59,7
CHEMBL4008790,B,53,7
CHEMBL4012822,B,87,7
CHEMBL4012824,B,92,7
CHEMBL4012826,B,84,7
CHEMBL4012828,B,48,7
CHEMBL4012829,B,53,7
CHEMBL4012830,B,44,7
CHEMBL4013545,B,37,7
CHEMBL4014719,A,42,7
CHEMBL4018005,B,45,7
CHEMBL4020955,B,34,7
CHEMBL4022583,B,33,7
CHEMBL4022587,B,36,7
CHEMBL4022972,B,43,7
CHEMBL4024308,B,43,7
CHEMBL4029551,B,36,7
CHEMBL4029552,B,36,7
CHEMBL4030998,B,81,7
CHEMBL4032476,B,34,7
CHEMBL4032484,B,34,7
CHEMBL4041956,B,60,7
CHEMBL4041957,B,60,7
CHEMBL4041958,B,60,7
CHEMBL4042997,B,33,7
CHEMBL4046563,B,33,7
CHEMBL4046565,B,33,7
CHEMBL4048304,B,47,7
CHEMBL4048305,B,47,7
CHEMBL4051642,B,40,7
CHEMBL4051855,B,37,7
CHEMBL4054824,B,33,7
CHEMBL4059185,B,39,7
CHEMBL4059284,B,41,7
CHEMBL4059285,B,41,7
CHEMBL4059286,B,41,7
CHEMBL4059290,B,41,7
CHEMBL4059291,B,41,7
CHEMBL4122732,B,39,7
CHEMBL4154649,B,46,7
CHEMBL4158678,B,80,7
CHEMBL4158679,B,36,7
CHEMBL4179257,B,49,7
CHEMBL4179258,B,49,7
CHEMBL4179259,B,49,7
CHEMBL4184983,B,55,7
CHEMBL4187421,B,53,7
CHEMBL4224408,B,70,7
CHEMBL4236760,B,36,7
CHEMBL4251999,B,197,7
CHEMBL4253388,B,41,7
CHEMBL4253390,B,34,7
CHEMBL4264037,B,33,7
CHEMBL4268684,B,46,7
CHEMBL4270091,B,50,7
CHEMBL4270092,B,50,7
CHEMBL4270102,B,50,7
CHEMBL4273921,B,40,7
CHEMBL4310246,B,41,7
CHEMBL4310247,B,41,7
CHEMBL4322410,B,99,7
CHEMBL4325257,B,40,7
CHEMBL4325258,A,40,7
CHEMBL4325259,A,40,7
CHEMBL4333723,B,34,7
CHEMBL4339649,B,33,7
CHEMBL4351505,A,50,7
CHEMBL4358398,B,41,7
CHEMBL4365247,B,38,7
CHEMBL4366253,B,52,7
CHEMBL4366254,B,52,7
CHEMBL4366790,B,36,7
CHEMBL4366791,B,36,7
CHEMBL4373369,B,43,7
CHEMBL4373773,B,47,7
CHEMBL4377489,B,41,7
CHEMBL4377491,B,41,7
CHEMBL4377493,B,41,7
CHEMBL4377497,B,38,7
CHEMBL4380520,B,37,7
CHEMBL4381180,B,36,7
CHEMBL4383402,B,37,7
CHEMBL4383403,B,37,7
CHEMBL4386142,B,39,7
CHEMBL4388642,B,58,7
CHEMBL4388643,B,72,7
CHEMBL4388644,B,72,7
CHEMBL4392933,B,58,7
CHEMBL4392934,B,58,7
CHEMBL4392935,B,58,7
CHEMBL4392938,B,150,7
CHEMBL4392939,B,150,7
CHEMBL4398029,B,34,7
CHEMBL4398033,B,34,7
CHEMBL4398035,B,34,7
CHEMBL4407836,B,33,7
CHEMBL4413369,B,45,7
CHEMBL4413881,B,60,7
CHEMBL4413882,B,60,7
CHEMBL4418507,B,43,7
CHEMBL4418508,B,43,7
CHEMBL4419373,B,57,7
CHEMBL4421023,F,143,7
CHEMBL4421025,F,96,7
CHEMBL4421037,B,39,7
CHEMBL4421072,B,91,7
CHEMBL4423848,B,35,7
CHEMBL4424659,B,56,7
CHEMBL4424660,B,55,7
CHEMBL4424661,B,55,7
CHEMBL4424662,B,55,7
CHEMBL4428766,B,44,7
CHEMBL4434176,B,100,7
CHEMBL4477132,B,138,7
CHEMBL4480899,B,47,7
CHEMBL4481991,B,36,7
CHEMBL4481992,B,36,7
CHEMBL4481993,B,36,7
CHEMBL4482471,B,66,7
CHEMBL4482704,B,36,7
CHEMBL4604683,B,64,7
CHEMBL4605122,B,54,7
CHEMBL4605123,B,60,7
CHEMBL4605124,A,53,7
CHEMBL4621696,B,87,7
CHEMBL4627016,F,34,7
CHEMBL4628173,F,39,7
CHEMBL4628174,F,39,7
CHEMBL4630124,B,49,7
CHEMBL4630125,B,49,7
CHEMBL4630129,B,49,7
CHEMBL4630130,B,49,7
CHEMBL4630151,A,47,7
CHEMBL4630152,A,47,7
CHEMBL4670084,B,75,7
CHEMBL4670190,A,39,7
CHEMBL4670191,A,39,7
CHEMBL4670193,A,39,7
CHEMBL4677437,B,37,7
CHEMBL4678371,B,42,7
CHEMBL4678924,B,37,7
CHEMBL4684784,B,36,7
CHEMBL4701822,B,35,7
CHEMBL4703138,B,63,7
CHEMBL4703502,B,36,7
CHEMBL4707180,B,35,7
CHEMBL4709539,A,33,7
CHEMBL4709540,B,33,7
CHEMBL4709981,B,38,7
CHEMBL4709982,B,38,7
CHEMBL4714732,B,44,7
CHEMBL4731888,B,33,7
CHEMBL4731894,B,33,7
CHEMBL4734042,B,37,7
CHEMBL4737441,B,52,7
CHEMBL4737704,B,34,7
CHEMBL4742404,B,136,7
CHEMBL4742405,B,136,7
CHEMBL4742444,B,35,7
CHEMBL4742483,B,277,7
CHEMBL4742484,B,277,7
CHEMBL4742485,B,277,7
CHEMBL4742486,B,277,7
CHEMBL4742612,B,192,7
CHEMBL4742634,B,94,7
CHEMBL4742636,B,94,7
CHEMBL4742638,B,94,7
CHEMBL4769297,B,39,7
CHEMBL4770562,B,34,7
