chembl_id,assay_type,molregno_num,confidence_score
CHEMBL874202,F,83,9
CHEMBL835734,F,38,9
CHEMBL837694,F,50,9
CHEMBL826584,F,39,9
CHEMBL826508,F,53,9
CHEMBL826717,F,45,9
CHEMBL884569,B,35,9
CHEMBL884738,B,40,9
CHEMBL884792,B,40,9
CHEMBL884801,B,75,9
CHEMBL884808,B,48,9
CHEMBL872394,B,33,9
CHEMBL872395,B,37,9
CHEMBL872396,B,37,9
CHEMBL872397,B,37,9
CHEMBL872400,B,33,9
CHEMBL881474,B,47,9
CHEMBL885380,B,44,9
CHEMBL884933,B,33,9
CHEMBL883688,B,39,9
CHEMBL883693,B,40,9
CHEMBL881407,B,33,9
CHEMBL881496,B,44,9
CHEMBL880637,B,34,9
CHEMBL880248,B,81,9
CHEMBL880254,B,81,9
CHEMBL880565,B,48,9
CHEMBL880577,B,63,9
CHEMBL880579,B,34,9
CHEMBL880598,B,67,9
CHEMBL881483,B,50,9
CHEMBL881967,B,43,9
CHEMBL881968,B,45,9
CHEMBL882492,B,50,9
CHEMBL882493,B,67,9
CHEMBL882600,B,39,9
CHEMBL882607,B,35,9
CHEMBL883911,B,45,9
CHEMBL871626,B,65,9
CHEMBL871627,B,33,9
CHEMBL871630,B,50,9
CHEMBL871636,B,46,9
CHEMBL883677,B,33,9
CHEMBL872182,B,119,9
CHEMBL872321,B,40,9
CHEMBL856111,B,33,9
CHEMBL856124,B,33,9
CHEMBL884160,F,34,9
CHEMBL884162,F,33,9
CHEMBL884163,F,34,9
CHEMBL884490,F,40,9
CHEMBL857324,F,63,9
CHEMBL857325,F,63,9
CHEMBL861460,B,36,9
CHEMBL861461,B,41,9
CHEMBL860282,B,39,9
CHEMBL864546,B,45,9
CHEMBL862669,B,34,9
CHEMBL862670,B,34,9
CHEMBL862671,B,34,9
CHEMBL863349,B,48,9
CHEMBL863350,B,48,9
CHEMBL864504,B,48,9
CHEMBL864505,B,48,9
CHEMBL862698,B,60,9
CHEMBL862699,B,60,9
CHEMBL862700,B,60,9
CHEMBL862701,B,60,9
CHEMBL864541,B,50,9
CHEMBL864514,B,68,9
CHEMBL864515,B,59,9
CHEMBL862695,B,54,9
CHEMBL862697,B,34,9
CHEMBL862675,B,38,9
CHEMBL862676,B,38,9
CHEMBL867587,B,33,9
CHEMBL867588,B,33,9
CHEMBL867589,B,33,9
CHEMBL867583,B,34,9
CHEMBL867584,B,34,9
CHEMBL863355,B,67,9
CHEMBL863357,B,63,9
CHEMBL859776,F,33,9
CHEMBL859777,F,33,9
CHEMBL863458,B,34,9
CHEMBL863459,B,34,9
CHEMBL863377,F,41,9
CHEMBL870554,F,36,9
CHEMBL858719,B,162,9
CHEMBL858720,B,90,9
CHEMBL860438,B,33,9
CHEMBL859775,B,39,9
CHEMBL868738,F,33,9
CHEMBL859830,F,43,9
CHEMBL859832,F,43,9
CHEMBL859833,F,43,9
CHEMBL859834,B,44,9
CHEMBL859835,B,44,9
CHEMBL859836,B,44,9
CHEMBL858784,B,44,9
CHEMBL858785,B,38,9
CHEMBL864630,F,48,9
CHEMBL865131,B,52,9
CHEMBL862360,B,87,9
CHEMBL861781,B,87,9
CHEMBL871361,B,34,9
CHEMBL871362,B,34,9
CHEMBL871363,B,34,9
CHEMBL871364,B,34,9
CHEMBL863985,B,34,9
CHEMBL863986,B,33,9
CHEMBL863907,B,39,9
CHEMBL863908,B,38,9
CHEMBL862999,F,34,9
CHEMBL865813,F,39,9
CHEMBL865815,F,33,9
CHEMBL865836,B,41,9
CHEMBL865837,F,41,9
CHEMBL865852,B,55,9
CHEMBL864032,B,59,9
CHEMBL864627,B,59,9
CHEMBL864614,B,60,9
CHEMBL865780,B,82,9
CHEMBL863914,B,33,9
CHEMBL858885,B,33,9
CHEMBL863388,B,45,9
CHEMBL863389,B,45,9
CHEMBL863390,B,39,9
CHEMBL863391,B,41,9
CHEMBL863310,F,44,9
CHEMBL863398,B,39,9
CHEMBL863399,F,39,9
CHEMBL862098,B,163,9
CHEMBL862097,B,149,9
CHEMBL862100,B,206,9
CHEMBL862101,B,184,9
CHEMBL853017,B,206,9
CHEMBL869970,B,49,9
CHEMBL869971,B,47,9
CHEMBL862096,B,33,9
CHEMBL871144,B,33,9
CHEMBL867030,F,36,9
CHEMBL861921,B,75,9
CHEMBL861906,B,35,9
CHEMBL861908,B,35,9
CHEMBL861911,B,35,9
CHEMBL867087,B,71,9
CHEMBL864050,F,59,9
CHEMBL864669,B,53,9
CHEMBL865874,B,36,9
CHEMBL864074,B,41,9
CHEMBL859597,F,38,9
CHEMBL859598,F,38,9
CHEMBL854074,B,41,9
CHEMBL853597,B,62,9
CHEMBL864128,F,79,9
CHEMBL864129,F,79,9
CHEMBL864130,F,54,9
CHEMBL865275,F,37,9
CHEMBL864091,B,33,9
CHEMBL865902,B,36,9
CHEMBL861854,B,50,9
CHEMBL861855,B,49,9
CHEMBL865284,B,37,9
CHEMBL868299,B,41,9
CHEMBL866473,B,34,9
CHEMBL866474,F,34,9
CHEMBL854110,B,33,9
CHEMBL853090,B,39,9
CHEMBL862536,B,33,9
CHEMBL854107,F,33,9
CHEMBL861270,F,57,9
CHEMBL859233,B,39,9
CHEMBL859235,F,34,9
CHEMBL859238,B,39,9
CHEMBL859243,B,39,9
CHEMBL861290,F,33,9
CHEMBL859414,B,100,9
CHEMBL865931,B,46,9
CHEMBL859660,B,56,9
CHEMBL859283,B,42,9
CHEMBL859668,F,38,9
CHEMBL864338,B,56,9
CHEMBL863722,B,51,9
CHEMBL864357,B,47,9
CHEMBL861559,B,47,9
CHEMBL868375,B,38,9
CHEMBL867663,F,34,9
CHEMBL867664,F,35,9
CHEMBL867665,F,34,9
CHEMBL867666,F,35,9
CHEMBL865343,B,40,9
CHEMBL867715,B,53,9
CHEMBL867716,B,53,9
CHEMBL867748,B,35,9
CHEMBL867749,B,35,9
CHEMBL866567,B,49,9
CHEMBL867220,B,42,9
CHEMBL867227,B,34,9
CHEMBL867228,B,34,9
CHEMBL867229,B,34,9
CHEMBL862304,B,40,9
CHEMBL862305,B,40,9
CHEMBL862356,B,40,9
CHEMBL865582,B,61,9
CHEMBL865583,B,61,9
CHEMBL864402,B,46,9
CHEMBL864403,B,46,9
CHEMBL864387,B,33,9
CHEMBL864388,B,33,9
CHEMBL869484,B,33,9
CHEMBL862599,B,47,9
CHEMBL860635,B,54,9
CHEMBL867719,B,46,9
CHEMBL861820,F,61,9
CHEMBL861405,B,35,9
CHEMBL861406,F,35,9
CHEMBL861175,B,34,9
CHEMBL861583,B,113,9
CHEMBL861584,B,124,9
CHEMBL861585,B,42,9
CHEMBL860987,B,51,9
CHEMBL860989,B,42,9
CHEMBL860992,F,47,9
CHEMBL862611,B,39,9
CHEMBL870708,B,52,9
CHEMBL870709,B,53,9
CHEMBL867755,B,53,9
CHEMBL860813,F,43,9
CHEMBL861122,B,45,9
CHEMBL861116,B,41,9
CHEMBL861844,F,41,9
CHEMBL861845,F,41,9
CHEMBL870659,B,58,9
CHEMBL859713,F,58,9
CHEMBL864971,B,45,9
CHEMBL864972,B,45,9
CHEMBL863825,B,45,9
CHEMBL864977,B,41,9
CHEMBL864978,B,41,9
CHEMBL863823,B,35,9
CHEMBL863824,B,35,9
CHEMBL865637,B,54,9
CHEMBL865639,B,34,9
CHEMBL865648,B,34,9
CHEMBL868459,B,42,9
CHEMBL861556,B,45,9
CHEMBL869006,B,37,9
CHEMBL869684,F,132,9
CHEMBL869685,F,113,9
CHEMBL869686,F,153,9
