chembl_id,assay_type,molregno_num,confidence_score
CHEMBL1008238,B,45,0
CHEMBL997841,B,86,0
CHEMBL1008143,A,42,0
CHEMBL1008144,A,42,0
CHEMBL998775,A,43,0
CHEMBL1004823,B,35,0
CHEMBL997779,B,194,0
CHEMBL997785,B,154,0
CHEMBL1003146,B,41,0
CHEMBL999633,F,39,0
CHEMBL999634,F,33,0
CHEMBL1000362,P,38,0
CHEMBL1000363,B,64,0
CHEMBL1000384,B,39,0
CHEMBL1000385,B,35,0
CHEMBL968021,B,42,0
CHEMBL968022,B,42,0
CHEMBL968024,B,42,0
CHEMBL966975,B,43,0
CHEMBL966976,B,43,0
CHEMBL966980,A,44,0
CHEMBL977317,P,34,0
CHEMBL977318,B,34,0
CHEMBL970759,B,40,0
CHEMBL970760,B,38,0
CHEMBL974621,B,49,0
CHEMBL968902,T,58,0
CHEMBL976412,P,40,0
CHEMBL1025519,P,46,0
CHEMBL1025520,A,46,0
CHEMBL993075,B,55,0
CHEMBL993076,B,55,0
CHEMBL993090,B,62,0
CHEMBL993091,B,62,0
CHEMBL1030535,B,43,0
CHEMBL1030546,B,47,0
CHEMBL988637,B,36,0
CHEMBL941538,B,34,0
CHEMBL947794,B,40,0
CHEMBL964384,B,40,0
CHEMBL964400,P,35,0
CHEMBL947847,B,57,0
CHEMBL1001485,B,58,0
CHEMBL1006569,T,71,0
CHEMBL995356,A,38,0
CHEMBL995357,T,38,0
CHEMBL995358,T,38,0
CHEMBL995361,A,38,0
CHEMBL995362,U,38,0
CHEMBL995363,U,38,0
CHEMBL995364,A,38,0
CHEMBL995365,A,38,0
CHEMBL1007548,B,53,0
CHEMBL1004987,A,37,0
CHEMBL975630,F,57,0
CHEMBL975632,F,57,0
CHEMBL980159,F,38,0
CHEMBL973078,P,37,0
CHEMBL969283,B,38,0
CHEMBL969284,B,34,0
CHEMBL975928,F,38,0
CHEMBL969446,P,56,0
CHEMBL972279,F,34,0
CHEMBL972291,B,45,0
CHEMBL972294,B,83,0
CHEMBL972295,B,83,0
CHEMBL972296,B,83,0
CHEMBL973269,B,55,0
CHEMBL977017,B,33,0
CHEMBL989654,P,70,0
CHEMBL984607,T,37,0
CHEMBL985428,T,51,0
CHEMBL983656,T,66,0
CHEMBL983663,P,37,0
CHEMBL984422,A,85,0
CHEMBL984424,A,85,0
CHEMBL988019,B,45,0
CHEMBL993492,B,38,0
CHEMBL984531,B,43,0
CHEMBL985384,B,37,0
CHEMBL990645,T,52,0
CHEMBL990647,T,53,0
CHEMBL990649,T,50,0
CHEMBL994206,P,40,0
CHEMBL1033229,B,47,0
CHEMBL1033239,A,99,0
CHEMBL1036750,B,33,0
CHEMBL1024882,A,75,0
CHEMBL1031454,B,36,0
CHEMBL1029907,B,34,0
CHEMBL1031506,T,35,0
CHEMBL1031509,A,35,0
CHEMBL1031512,A,35,0
CHEMBL1015212,B,34,0
CHEMBL1015092,B,92,0
CHEMBL1018612,F,46,0
CHEMBL1023023,P,36,0
CHEMBL1023024,P,71,0
CHEMBL1023026,P,34,0
CHEMBL1023027,P,42,0
CHEMBL1016858,F,44,0
CHEMBL1017706,B,54,0
CHEMBL1012000,A,33,0
CHEMBL1016340,B,54,0
CHEMBL1018955,T,63,0
CHEMBL1035201,B,45,0
CHEMBL1035206,B,38,0
CHEMBL1035207,B,36,0
CHEMBL1035208,B,39,0
CHEMBL1027682,B,52,0
CHEMBL1027683,B,43,0
CHEMBL1028498,B,40,0
CHEMBL1024043,F,33,0
CHEMBL1027643,F,42,0
CHEMBL1005949,B,41,0
CHEMBL999123,B,39,0
CHEMBL957278,T,38,0
CHEMBL965239,B,33,0
CHEMBL960586,F,45,0
CHEMBL960587,P,45,0
CHEMBL964558,B,33,0
CHEMBL962056,T,41,0
CHEMBL962057,T,41,0
CHEMBL953366,B,57,0
CHEMBL953386,B,57,0
CHEMBL953391,B,57,0
CHEMBL953184,T,35,0
CHEMBL955655,B,41,0
CHEMBL956487,B,54,0
CHEMBL964698,B,252,0
CHEMBL965568,B,33,0
CHEMBL1009331,A,53,0
CHEMBL1016392,B,33,0
CHEMBL1018966,F,36,0
CHEMBL1019552,F,70,0
CHEMBL1019580,B,43,0
CHEMBL1019604,P,41,0
